inquiry_id,user_id,procedure_id,created_at,clinic_id
2042,1662,1,2014-10-30,3
2043,1472,37,2014-05-24,1
2045,243,1,2014-10-04,4
2046,1064,1,2014-06-14,4
2049,2702,1,2014-06-08,4
2050,200,37,2014-10-17,9
2052,790,15,2014-11-01,7
2055,1630,15,2014-11-14,34
2056,187,24,2014-04-18,16
2057,1697,37,2014-05-27,40
2058,1692,37,2014-10-04,4
2060,2,37,2014-10-09,1
2064,1705,37,2014-04-01,3
2067,1562,37,2014-06-14,8
2069,154,1,2014-08-05,16
2076,1794,15,2014-11-11,4
2077,1689,15,2014-11-07,9
2079,925,15,2014-11-15,16
2080,839,15,2014-07-21,8
2082,2599,37,2014-10-17,6
2085,2267,37,2014-10-06,41
2088,2324,15,2014-07-28,3
2092,1405,15,2014-11-08,48
2093,1785,53,2014-10-29,44
2094,1216,15,2014-10-25,26
2095,2372,37,2014-11-18,48
2096,1604,37,2014-11-16,1
2098,2804,37,2014-09-20,1
2103,2673,1,2014-10-17,25
2105,1555,37,2014-10-04,8
2110,1272,37,2014-08-28,34
2111,2524,37,2014-09-16,3
2112,85,15,2014-09-29,8
2114,917,37,2014-07-26,7
2115,290,37,2014-07-20,4
2117,1885,37,2014-09-04,4
2118,960,37,2014-04-09,3
2119,1397,37,2014-10-14,34
2120,1581,1,2014-11-15,3
2123,657,37,2014-06-21,1
2126,2031,1,2014-11-08,16
2127,348,15,2014-10-18,39
2128,2097,45,2014-11-05,48
2134,2234,37,2014-08-14,16
2136,2136,15,2014-11-28,4
2138,2993,37,2014-04-10,2
2141,2399,1,2014-11-28,6
2142,1018,15,2014-04-13,3
2144,361,37,2014-10-25,4
2147,683,45,2014-09-20,4
2148,1561,15,2014-04-11,8
2149,2174,1,2014-06-26,4
2151,517,37,2014-06-12,9
2154,2747,37,2014-11-16,5
2155,1381,37,2014-08-01,16
2156,2421,24,2014-07-29,9
2157,2492,45,2014-09-05,4
2158,176,45,2014-07-09,4
2161,1361,1,2014-05-07,16
2164,350,37,2014-10-30,8
2166,548,15,2014-05-04,1
2167,456,15,2014-04-17,4
2168,1823,37,2014-06-24,7
2170,2896,37,2014-05-15,48
2171,568,1,2014-04-22,6
2174,1974,37,2014-10-22,34
2176,2272,15,2014-06-14,27
2179,1010,15,2014-05-13,34
2182,1618,1,2014-10-17,37
2183,1831,15,2014-09-30,6
2184,2471,15,2014-08-28,48
2185,1126,1,2014-04-01,8
2189,970,15,2014-06-28,40
2192,299,1,2014-10-17,37
2193,2346,1,2014-06-18,42
2195,391,37,2014-07-22,11
2197,110,37,2014-11-15,4
2199,545,37,2014-09-16,3
2200,321,37,2014-09-29,3
2202,2811,37,2014-11-23,4
2203,1554,37,2014-11-06,3
2207,2625,37,2014-09-04,8
2214,123,15,2014-11-28,7
2215,2259,1,2014-11-05,1
2217,2670,45,2014-09-09,5
2218,363,37,2014-11-22,8
2219,2846,15,2014-11-15,8
2220,1912,37,2014-10-18,5
2221,654,45,2014-07-04,24
2222,1510,1,2014-08-29,1
2224,1523,37,2014-08-14,3
2227,1183,45,2014-11-13,4
2228,1699,1,2014-10-12,2
2229,351,1,2014-11-17,4
2233,1706,1,2014-06-01,13
2235,890,45,2014-11-08,3
2239,1019,37,2014-09-02,4
2241,80,37,2014-10-17,4
2243,2699,37,2014-10-19,3
2244,2948,37,2014-07-03,10
2245,1469,37,2014-09-18,3
2246,2255,37,2014-08-28,4
2251,988,37,2014-11-22,6
2252,2819,37,2014-06-01,28
2253,186,15,2014-10-15,7
2254,1153,1,2014-11-11,8
2258,2995,45,2014-07-30,10
2261,83,53,2014-07-07,3
2263,2176,37,2014-08-27,5
2269,800,15,2014-06-28,1
2274,840,53,2014-09-11,4
2277,1763,37,2014-10-17,41
2279,227,37,2014-05-14,16
2280,2229,37,2014-09-05,8
2281,139,37,2014-08-28,42
2282,1526,37,2014-10-17,16
2285,406,37,2014-11-08,4
2286,1255,37,2014-06-13,12
2287,151,37,2014-11-08,3
2288,2607,37,2014-10-19,34
2291,296,45,2014-10-17,7
2292,1427,1,2014-08-05,4
2293,75,15,2014-10-04,4
2298,1157,37,2014-11-20,8
2300,327,1,2014-10-27,34
2301,1283,45,2014-05-19,48
2302,1824,45,2014-08-09,4
2304,1475,1,2014-10-27,1
2306,2892,1,2014-05-28,34
2307,2781,37,2014-05-19,34
2309,1651,15,2014-10-06,4
2314,1615,15,2014-05-24,16
2315,2764,37,2014-10-25,29
2317,2467,15,2014-09-18,8
2325,2096,24,2014-10-18,5
2326,1541,37,2014-09-02,3
2328,429,37,2014-05-01,48
2329,1528,37,2014-09-09,16
2331,2015,37,2014-06-19,47
2332,2832,37,2014-07-27,1
2333,1954,37,2014-08-21,8
2335,204,37,2014-10-31,1
2336,1624,37,2014-11-14,3
2337,412,37,2014-05-01,16
2339,744,37,2014-10-13,16
2340,309,24,2014-08-10,3
2341,1249,37,2014-06-05,37
2342,2548,45,2014-07-15,34
2343,103,37,2014-10-12,16
2344,735,37,2014-09-27,3
2351,769,37,2014-09-23,8
2352,514,1,2014-04-08,8
2353,79,15,2014-04-14,3
2355,2507,1,2014-09-16,3
2357,2926,37,2014-09-02,16
2361,2587,15,2014-07-11,1
2362,1755,37,2014-06-29,20
2364,551,37,2014-10-30,48
2365,2376,45,2014-05-13,48
2367,2904,45,2014-08-07,5
2368,2709,37,2014-08-20,1
2371,1273,15,2014-11-10,8
2375,942,37,2014-10-04,3
2377,149,37,2014-10-15,44
2378,2228,37,2014-10-30,30
2379,269,37,2014-07-29,1
2380,805,37,2014-09-25,5
2381,655,37,2014-04-02,8
2382,1773,37,2014-09-24,3
2383,117,37,2014-09-16,20
2385,2683,37,2014-11-25,5
2387,1260,15,2014-10-23,1
2388,526,15,2014-06-03,4
2390,1920,1,2014-05-03,3
2391,380,45,2014-09-05,1
2393,1645,1,2014-08-13,7
2396,2941,37,2014-07-05,16
2397,215,1,2014-11-16,7
2398,183,1,2014-08-27,4
2399,2629,15,2014-05-29,1
2402,1765,1,2014-07-09,1
2406,1522,37,2014-09-01,3
2409,2570,15,2014-05-18,2
2411,2666,37,2014-10-23,1
2415,2526,37,2014-10-14,7
2418,849,1,2014-08-05,20
2421,2429,15,2014-10-29,34
2424,274,37,2014-10-16,34
2425,685,37,2014-04-20,7
2427,82,37,2014-11-10,8
2429,580,37,2014-10-29,16
2430,1538,37,2014-08-20,2
2432,712,37,2014-11-14,8
2433,323,37,2014-11-12,3
2434,745,37,2014-10-30,6
2435,2020,37,2014-09-05,1
2436,1791,37,2014-11-12,4
2437,1135,15,2014-11-08,3
2441,2613,24,2014-07-22,48
2444,853,15,2014-05-07,1
2445,1079,45,2014-04-03,4
2446,444,37,2014-09-18,9
2447,1067,37,2014-07-24,16
2452,1363,15,2014-08-02,4
2453,240,15,2014-04-15,9
2454,2742,15,2014-11-29,47
2456,1347,37,2014-10-22,34
2458,961,1,2014-06-10,34
2459,311,37,2014-11-12,20
2462,2596,15,2014-07-23,1
2463,2838,37,2014-10-17,34
2465,2999,24,2014-10-22,16
2466,2783,15,2014-05-22,3
2470,1348,37,2014-09-30,1
2471,234,15,2014-08-10,1
2472,2408,15,2014-09-11,1
2475,2758,15,2014-11-07,37
2476,1617,24,2014-04-23,10
2478,2641,37,2014-09-08,4
2480,2624,15,2014-06-15,1
2482,2806,45,2014-11-28,5
2484,2282,1,2014-10-29,3
2485,1584,37,2014-07-15,1
2486,1524,1,2014-10-17,1
2491,2257,15,2014-09-05,4
2493,181,1,2014-11-19,7
2494,2704,37,2014-05-15,4
2496,708,15,2014-06-06,1
2499,1479,1,2014-06-11,1
2501,332,53,2014-07-29,16
2503,2368,53,2014-11-16,19
2510,952,15,2014-09-20,37
2512,1088,53,2014-10-27,16
2513,1130,15,2014-11-09,40
2516,1709,37,2014-06-10,48
2517,1840,15,2014-11-15,3
2519,1928,37,2014-11-28,16
2520,2055,37,2014-08-13,16
2521,407,45,2014-11-28,16
2524,1866,1,2014-07-02,16
2525,2298,15,2014-06-11,16
2530,948,15,2014-04-16,15
2531,1333,1,2014-09-07,2
2532,1607,1,2014-10-24,8
2537,1270,1,2014-04-27,21
2538,1370,15,2014-09-11,4
2540,303,15,2014-08-25,16
2541,836,37,2014-04-05,40
2546,2354,1,2014-08-05,19
2548,518,15,2014-11-15,6
2549,2312,37,2014-10-10,48
2550,2676,15,2014-10-26,3
2551,1001,1,2014-10-22,3
2558,663,45,2014-04-09,38
2560,381,37,2014-10-31,34
2562,126,37,2014-11-05,20
2567,2252,15,2014-06-10,34
2568,1359,1,2014-05-24,8
2569,2446,15,2014-04-06,20
2573,53,1,2014-09-06,7
2576,1161,53,2014-10-15,34
2578,2862,37,2014-09-04,7
2580,2643,45,2014-09-05,1
2582,901,1,2014-11-15,4
2588,705,53,2014-08-12,48
2593,1867,15,2014-10-06,16
2595,2034,15,2014-10-24,16
2598,623,1,2014-05-25,4
2601,1199,45,2014-09-26,41
2602,462,37,2014-11-20,7
2603,2208,37,2014-07-07,34
2605,2612,15,2014-11-28,48
2606,1439,45,2014-09-13,1
2608,2383,15,2014-08-27,16
2609,754,45,2014-10-30,40
2610,591,15,2014-11-17,7
2615,1193,1,2014-10-03,16
2620,2403,45,2014-06-16,48
2623,2798,53,2014-11-26,3
2628,516,45,2014-10-06,48
2631,2133,1,2014-05-15,8
2636,1534,1,2014-04-27,39
2637,1123,15,2014-09-09,1
2643,1896,15,2014-04-11,7
2644,318,15,2014-11-04,34
2650,216,37,2014-04-01,37
2653,2455,15,2014-04-22,48
2655,926,45,2014-05-23,8
2657,1774,15,2014-05-18,3
2659,238,24,2014-10-06,1
2660,2767,1,2014-06-28,48
2661,2894,15,2014-09-20,19
2662,1530,15,2014-05-06,5
2663,1951,15,2014-11-11,1
2664,1612,37,2014-05-03,1
2669,2895,1,2014-11-17,16
2670,2567,1,2014-11-01,16
2672,2664,1,2014-10-29,34
2674,1614,1,2014-08-22,34
2675,2291,37,2014-11-11,48
2676,2899,1,2014-08-14,34
2677,1207,24,2014-06-16,34
2678,1529,45,2014-11-14,4
2679,1915,1,2014-10-25,34
2682,1493,37,2014-09-20,1
2683,2011,24,2014-04-04,16
2684,1685,37,2014-10-19,3
2685,1550,1,2014-11-12,9
2687,524,37,2014-11-03,16
2688,993,53,2014-10-15,2
2692,2978,53,2014-05-08,4
2693,1507,45,2014-10-18,1
2697,1850,37,2014-06-29,16
2701,820,24,2014-06-03,16
2703,288,37,2014-10-08,4
2706,2051,45,2014-06-22,16
2707,888,24,2014-07-07,48
2710,1537,15,2014-08-19,16
2711,1422,1,2014-04-17,34
2713,1512,15,2014-11-01,46
2717,1987,15,2014-10-17,16
2718,626,15,2014-08-27,16
2722,832,15,2014-11-07,16
2726,2381,1,2014-11-16,16
2727,1595,24,2014-11-06,16
2730,2770,15,2014-11-14,18
2732,2592,15,2014-04-06,24
2736,61,45,2014-06-05,3
2737,1654,15,2014-09-04,1
2738,2850,37,2014-05-27,9
2740,239,1,2014-09-22,48
2742,1415,45,2014-08-13,34
2743,2506,37,2014-05-17,4
2745,1801,37,2014-06-29,3
2747,2954,37,2014-10-14,48
2750,1637,53,2014-08-28,34
2753,886,1,2014-11-02,38
2754,2106,24,2014-06-01,3
2755,2124,53,2014-08-26,16
2756,826,1,2014-08-07,16
2759,2261,1,2014-07-16,3
2761,1498,53,2014-08-20,16
2764,1772,15,2014-04-21,48
2766,1292,15,2014-09-14,16
2769,738,37,2014-06-27,1
2770,953,15,2014-10-11,5
2772,1876,45,2014-04-18,14
2773,1622,1,2014-04-02,39
2774,2024,1,2014-04-21,20
2777,2205,15,2014-08-02,3
2779,2751,15,2014-09-10,16
2783,2696,45,2014-05-31,25
2786,2821,1,2014-07-06,2
2789,2104,24,2014-11-20,34
2790,95,45,2014-09-30,48
2793,825,45,2014-04-24,4
2796,1553,15,2014-10-02,3
2797,501,45,2014-09-05,16
2800,2687,15,2014-11-28,2
2803,2461,37,2014-05-10,7
2805,597,1,2014-10-22,40
2810,1976,45,2014-10-01,8
2813,513,53,2014-09-21,48
2817,791,15,2014-05-12,10
2818,1679,37,2014-10-11,8
2820,1235,37,2014-05-15,15
2823,605,37,2014-11-14,48
2825,661,1,2014-10-11,4
2827,1290,15,2014-10-02,4
2829,939,1,2014-06-25,4
2831,693,53,2014-10-26,8
2832,2433,15,2014-11-12,4
2834,2902,1,2014-05-18,18
2837,756,15,2014-04-08,40
2838,2014,37,2014-05-02,28
2839,466,1,2014-04-01,34
2841,2809,1,2014-11-20,7
2844,1660,15,2014-06-14,8
2848,1804,24,2014-10-02,8
2849,1518,1,2014-08-24,41
2855,1244,37,2014-10-01,5
2856,1006,37,2014-10-22,4
2857,2405,15,2014-11-13,16
2860,1797,37,2014-08-08,1
2866,2179,37,2014-08-20,3
2868,669,37,2014-08-14,8
2872,2270,37,2014-07-23,4
2873,4,15,2014-04-05,40
2874,2691,45,2014-05-17,1
2884,2674,37,2014-10-31,5
2889,1613,37,2014-10-17,16
2893,1894,1,2014-08-10,4
2894,2554,15,2014-06-22,8
2895,1723,1,2014-11-10,48
2897,324,15,2014-09-11,48
2899,527,24,2014-10-16,4
2900,2503,1,2014-10-02,8
2908,2998,45,2014-04-21,1
2909,2546,24,2014-07-09,8
2911,691,24,2014-08-23,8
2912,817,1,2014-10-11,7
2916,2891,37,2014-10-20,1
2917,740,53,2014-09-12,3
2920,599,37,2014-06-12,8
2921,421,15,2014-08-01,5
2922,2253,15,2014-10-31,8
2923,2203,1,2014-06-12,3
2925,981,53,2014-09-24,3
2926,2930,1,2014-06-28,3
2934,277,53,2014-11-17,48
2937,946,1,2014-06-13,3
2941,1578,37,2014-05-16,34
2950,2350,15,2014-07-27,7
2952,44,15,2014-06-09,1
2954,818,37,2014-08-21,4
2955,954,53,2014-07-22,8
2956,213,15,2014-05-27,49
2957,2466,15,2014-09-25,1
2960,2591,45,2014-11-02,48
2961,1918,24,2014-11-19,3
2963,2936,37,2014-04-27,16
2967,1231,15,2014-07-03,3
2973,2523,37,2014-09-30,48
2978,2366,1,2014-10-09,37
2980,694,24,2014-07-09,8
2982,2921,15,2014-05-08,20
2991,637,45,2014-09-09,8
2994,922,15,2014-09-01,16
